,label,sentiment
2339,1,giao hơi chậm nhưng chất_lượng khá ô_kê hi_vọng lần sao nhanh
2340,2,sản_phẩm đóng_gói kĩ_lưỡng hàng không gặp ván đề lúc sử_dụng thấy hài_lòng
2341,1,các kiến_thức trong sách đa_phần thích_hợp cho những bạn fresher hơn khá cơ_bản và chưa đúc_kết được nhiều trọng_tâm trong nghề
2342,0,khi cắm vào laptop thì bị giật ở tai trái
2343,1,sợi bông của miếng tẩy_trang bị xù và không có độ dai nên dễ bị cuốn lại trong khi xài
2344,1,nón quá to so voi đầu nữ minh muổn đổi kích_thước lại được
2345,0,đóng_gói xấu sách như bị gập lại á mua sách ở tiki rất nhiều mà chưa bao_giờ bị thế_này thật thất_vọng
2346,2,hàng giao nhanh và chất_lượng ô_kê gửi đúng hàng đặt hên không đổ do thùng mong_manh
2347,1,tuy sản_phẩm hơi móp ở đáy mà sử_dụng cũng ô_kê nhưng thời_gian giao hàng khá trễ
2348,0,giao hàng chậm bao thức_ăn bị chuột cắn tùm_lum không hiểu sao cửa_hàng vẫn mang giao cho khách_hàng
2349,2,giao hàng nhanh và bao sách kỹ sách in bìa và giấy đẹp
2350,2,sách khá đẹp giá tốt nội_dung khá hay ai là bậc cha_mẹ thì càng nên đọc
2351,0,quần rất mỏng chất vải xấu lại đắt thêm nữa nhà bán không ghi rõ cỡ nên việc mua sai cỡ là dễ
2352,1,chọn chiếu đẹp mà gửi chiếu bình_thường
2353,2,hàng đẹp vải
2354,2,ô_kê sản_phẩm dùng tốt sạc nhanh giao hàng nhanh_chóng mới đặt hôm_qua hôm_nay đã có hàng tiếp_tục ủng_hộ
2355,1,lớn hơn nằm thoải_mái nho so với người
2356,1,đúng như dạng dùng cho da khô tạo bọt như muối không thấm nước_da mình mẫn_cảm nên không dùng nhiều còn bạn nào da khô thì nên mua
2357,0,không sài được mở karaoke thì mic lên còn nhạc thì tắt luôn giờ muốn trả hàng thì
2358,1,chất_lượng dây tốt nhưng màu xanh không giống như hình màu xanh mà lợt hơ
2359,2,ô_kê sách còn nguyên màn co nhưng vẫn có vét keo
2360,1,không có giấy hướng_dẫn và chỉ khi cấm điện thì mới dùng được nên không_thể cầm đi chơi
2361,0,vừa nhận hàng hôm_qua hôm_nay sử_dụng thì vòi bị hư không phun thành sương mà thành tia mong tịki xem_lại dùm
2362,1,sách đẹp nhưng nhân_viên phục_vụ thái_độ không tốt lắm
2363,0,áo bị đứt mắc sau gáy viền chữ bị bỏng chóc chất_liệu không đẹp số với tầm giá
2364,0,sản_phẩm không đẹpgấp khúcthất vọng
2365,0,mùi hắc nồng cửa_hàng đóng_gói sản_phẩm
2366,1,mới dùng chưa biết kết_quả ra
2367,1,sách phân_tích nhiều hệ_thống những điều không ai để_ý song nội_dung hơi khô không cuốn
2368,2,nội_dung chưa xem nhưng nhìn sách thế_này là mất điểm rồi ưu_điểm có lời nhắn khá đáng yêu của tác_giả kèm chữ_ký và mã an_ninh để tham_gia gr kín
2369,2,sản_phẩm tốt đóng_gói cẩn_thận chỉ tiếc là tuy có phiếu bảo_hành kèm theo nhưng không có thông_tin và hướng_dẫn đăng_ký bảo_hành
2370,0,không biết bên cửa_hàng làm_việc thế_nào giao hàng cho khách thì giao thiếu luôn cả thìa và nĩa không hiểu phải ăn kiểu gì quá thất_vọng
2371,0,không hiệu_quả ăn nhưng không chết
2372,2,đơn hàng được giao đúng dự_kiến sách mới tuy_nhiên một_số trang in lem nhoè nói_chung cũng khá ưng sản_phẩm
2373,1,màn khá ổn nhưng độ mòn đầu bút tốc_độ hơn hẳn hàng
2374,0,mua phí tiền dán vào nước nhoè hơn cả không dán
2375,0,khá là nẫu ai không thích ngôn tình thì cũng sẽ ki thích sách này đâu nha
2376,2,tiki giao hàng cẩn_thận có bọc thêm lớp nhựa được tặng thêm khẩu_trang nữa quá tuyệt
2377,2,khi cầm tác_phẩm trên tay cảm_giác thật tuyệt_vời chất_liệu giấy rất sướng tay mùi giấy mới thoang_thoảng gợi nhiều cái gì đó kỉ_niệm dù mình chưa thời_gian để đọc sách
2378,2,giao hàng nhanh gói hàng kỹ sản phẩm đúng hàng chính hãng sẽ mua ủng hộ tiếp
2379,1,tiền_nào_của_nấy các bác ạ tiền ít đừng mong hít
2380,2,chất_liệu dày tốt khá hài_lòng giao hàng
2381,2,rất đẹp cuốn_hút người đọc người giao hàng thân_thiện giao hàng
2382,2,đóng hàng cẩn_thận sản_phẩm tuyệt hời
2383,2,sách ô_kê lắm còn nội_dung thì tầm_tầm để sưu_tập
2384,0,sản phẩn bẩn và cũ rất không hài_lòng
2385,2,tiki giao hàng đúng hẹn đóng_gói cẩn_thận chất_liệu tốt sản_phẩm đúng như trong hình tốt trong tầm giá
2386,1,phí van chuyển hơi cao vì sản_phẩm này nhẹ dễ vận_chuyển
2387,0,giới_thiệu là có dây_cáp micro nhưng sao giao lại không
2388,0,sao em không dò được ạ mặc_dù đã dò đủ kiểu rồi nhưng vẫn không
2389,2,mình rất thích rất chất_lượng
2390,1,phải công_nhận tiki giao hàng rất nhanh nhưng sách lại được chuẩn_bị rất ẩu nhìn như sách cũ đã qua
2391,0,dãn tè ít có sự đàn hồithất vọng
2392,0,xài chưa được bao_lâu thì nắp hư không xịt được
2393,2,gội vào tóc mềm có mùi thơm nhẹ nếu bạn tóc khô nên mua thêm dầu xả mình tóc dầu nên thấy vậy là được
2394,2,mua trúng đợt giảm_giá nên cũng tiết_kiệm ít xu
2395,1,sản_phẩm mềm thoáng mát nhưng trong lô hàng lại kèm sản_phẩm lỗi có nhiều lỗ nhỏ và màu không như hình do mua tặng nên không chụp lại được hình và cũng không gửi trả hàng lại
2396,2,từ_điển nhỏ gọn xinh_xắn mình rất thích ở chỗ từ vụng đầy_đủ nhấn âm và giải_thích rất dễ hiểu chất_liệu giấy ổn in sắc nét
2397,2,sản_phẩm y hình bao_gói cẩn_thận giao nhanh sẽ mua tiếp
2398,2,giao hàng nhanh tạm_thời thấy tốt xài lâu mới biết chất_lượng hay
2399,2,giấy cứng nhẵn và vô_cùng đẹp tuy mở hộp hơi khó xíu vì nắp hơi dài nhưng mình vẫn thấy rất ưng
2400,1,áo cũng được nhưng_mà tay thiết_kế không đẹp lắm làm bó lại sẽ đẹp
2401,1,kiểu_dáng ô_kê nhưng chất_lượng vải kém
2402,1,dễ_thương nhưng thấy hình đăng đủ màu mà giao có một màu nhìn chán
2403,2,đúng là giao màu ngẫu_nhiên nam mà giao màu hường tự đầu_tư sơn phun qua màu trắng
2404,2,sách rất đẹp từ giấy cho tới bìa nội_dung tuyệt_vời cầm sách nên không muốn bỏ xuống five stars
2405,2,mua trọn bộ lần hơi đau ví nhưng cũng may được giảm_giá chút_ít tiki giao hàng nhanh hình_thức sản_phẩm khá tốt nguyên_vẹn và còn
2406,0,đóng_gói thì sơ_sài nhận được hàng thì hộp sữa đã bị bẹp rồi thất_vọng
2407,2,phải nói là tuyệt luôn í sách mới đĩa thì bao ô_kê
2408,1,loại này dùng cho da hỗn_hợp thì mùa đông hơi khô mùa hè dùng ô_kê tẩy_trang sạch
2409,0,không đẹp như hình giao hàng thiếu ốc vít
2410,0,không sạc chức_năng năng_lượng mặt_trời tệ
2411,1,hơi nhiều mỡ nhưng thịt tươi
2412,2,tiki rất chuyên_nghiệp đặt_hàng và giao hàng nhanh rất hài_lòng cảm_ơn tiki
2413,0,khá thất_vọng về đơn hàng nàylúc mình nhận hàng không có bao_bì bảo_vệ sách sách thì cũ rồi mà_còn có vài vết dơ màu trắng trên sách xước vài chỗ khá thất_vọng
2414,0,hạt ngâm nước nổi hết là
2415,2,hàng giao về hơi châm nhưng chất_lượng ô_kê lắm nha
2416,1,hàng giống hình mùi hơi gây mình không thích cho lắm
2417,0,bình_thường hơi tệ vì gãy
2418,1,tiền nào của đó thôi khô gà ăn thực nhàm_chán và cũng không thấy có gì ngon giao hàng nhanh và bao_bì cẩn_thận
2419,2,sách đẹp và hay lắm ạ vừa đặt hôm trước hôm sau đã nhận được hàng
2420,2,sản_phẩm đúng như mô_tả cảm_thấy hài_lòng giao hàng
2421,0,cả chân kẹp vào điện_thoại và chân kẹp vào giá rất yếu
2422,0,bìa rời bên ngoài bị rách bìa chính thì bị sờn mà cái này thì rõ là không phải do vận_chuyển mới thế_mà ngay từ lúc đóng_gói đã rách và sờn nhưng vẫn giao cho
2423,1,bất_tiện quạt không có đầu cắm điện chỉ có dây nối
2424,2,sản_phẩm đẹp giao hàng nhanh nhưng tại_sao lại không nhận được quà tặng lúc hết chương_trình thì phải báo chứ hụt_hẫng
2425,2,bếp khá ồn cái nồi được khuyến_mãi khi mua bếp quá nguy_hiểm mình đang nấu không động_chạm gì thì nắp nồi bị vỡ tan_tành làm phải bỏ nồi lẩu hôm ý
2426,2,phải có lý_do gì đó mà tác_phẩm này mới tồn_tại suốt một khoảng thời_gian như_thế và tôi tin rằng quyển sách sẽ mãi còn giá_trị đối_với thế_hệ sau sách mới giao hành nhanh được đóng_gói cẩn_thận
2427,2,sản_phẩm rất tốt giao rất nhanh phục_vụ cực_kì tốt sẽ uổng hộ vào lần
2428,2,đã nhận sản_phẩm qua xem hàng đánh_giá sản_phẩm tốt hàng chuẩn
2429,0,giao hàng không như quảng_cáo
2430,0,không hiệu_quả mất nhieu tien nhung không ra dơn
2431,2,mùi thơm thua mùi nước giặt nữa nước giặt xong cần xả phơi xong quần_áo vẫn thơm ngạt_ngào nước gì xả xong nghe quần_áo bớt thơm
2432,1,chưa được hiệu_quả như quảng_cáo
2433,0,giá quá đắt cho một khăn đã mua
2434,0,bưu_gửi bị rách gốc sách không có màn phim bọc thất_vọng
2435,1,găng_tay rất mượn nhưng không bền cho lắm
2436,1,đóng_gói ẩu hộp đựng kính bị bể chất_lượng phù_hợp với giá mặt kính dễ bị xước và mờ
2437,0,mới mua mà đã hư rồi chán
2438,2,thoát khỏi cảm_giác đôi tay mỏi rời vì phải cầm điện_thoại xem phim nghe nhạc chơi game trong thời_gian dài từ khi em
2439,2,mới nhận được hàng chưa biết
2440,0,gáy sách có vết trầy khá to
2441,0,lần đầu thấy chất_lượng sách tiki giao kém
2442,1,ủi nhanh thẳng có_điều các bộ phần có lỗi ở các phần nối nhìn không được đẹp và rất khó để tháo ra ráp lại trong trường_hợp cần di_chuyển
2443,0,nhỏ hơn so với hộp tai nghe không sử_dụng được mua nhiều rồi lần này là thất vog về cửa_hàng
2444,1,áo đẹp tuy_nhiên vải hơi mỏng so với
2445,1,không có gì bao_bọc sách nên chưa hài_lòng lắm cũng may là sách ô_kê
2446,2,máy xay sử_dụng rất ô_kê tiện_lợi
2447,0,gói hàng_không cẩn_thận làm hỏng sách
2448,1,tiền nào của đó nên nếu không đòi_hỏi quá nhiều thì cái này xài tạm
2449,0,cửa_hàng gửi không đúng mã sản_phẩm đã
2450,1,ngủ ít vẫn khoẻ viết hơ lan_man trọng_tâm vẫn đề không súc_tích và nhiều thông_tin như ăn ít để khoẻ
2451,1,mình đặt nắp có dây như hình mà gửi mà hồng không thích lắm
2452,2,hàng chất_lượng tốt giao
2453,2,cửa_hàng gửi hàng nhanh hàng ô_kê đầy_đủ không bị móp gãy nhìn chắc_chắn chỉ có_điều giá hơi cao giữ nhiệt thì tạm
2454,0,một cái quạt không hoạt_động được mong được đổi
2455,2,máy chạy mạnh nhỏ gọn nếu ai muốn mua để xay cháo cho bé thì rất thích_hợp
2456,0,mình mua lại vì đã vô_tình làm mất nhưng sách nhận lại thì thực_sự chán so với tưởng_tượng cái này là bên bán hàng_không kiểm_tra kỹ sách để giao cho mình cầm cuốn truyện mà thấy nản
2457,2,sử_dụng được hơn tuần tới giờ khá ổn lâu_lâu hơi bị khựng treo nhẹ phần_mềm của vin chưa ổn lắm
2458,1,sản_phẩm có thành_phần tốt không mùi nhân_tạo không có tinh_dầu tuy_nhiên bôi lên làm da bóng dầu và bị ngứa thích_hợp cho da khô
2459,0,cắm sạc khó nhận chập_chờn ổ_cắm bị lung_lay chưa thử tai nghe mới kiểm_tra phần sạc đã có khá nhiều lỗi
2460,2,máy đẹp nhưng hơi lag mặc_dù không tải những ứng_dụng
2461,0,góc bàn bị mẻ bàn hơi mong_manh
2462,1,thấm hút không tốt lắm tiền_nào_của_nấy
2463,1,mình đã thử qua hai lần để kiểm_tra xem khả_năng giữ nhiệt thế_nào tiếc thay cà_phê của mình nguội nhanh lắm hơi thất_vọng riêng về mẫu_mã thì mình thấy ô_kê
2464,0,nhẹ quá sử_dụng kj hiệu_quả
2465,0,hàng giao mở ra co nhiều kiến trong áo_khoác
2466,0,các trang_bị in lộn_xộn không theo đúng thứ_tự
2467,2,đóng_gói kĩ nhanh hàng về rất ô_kê lần sau sẽ ủng_hộ cửa_hàng
2468,0,chuột nhanh hết pin không sử_dụng cũng tự hao pin
2469,0,giống đồ_chơi trò hàng của trẻ_con nó nhỏ_xíu để điện_thoại ngả lên ngã xuống ghim xạc bị cấn nói_chung tiền nào của
2470,0,so với giấy natural thì in màu quá xấunhiều cặn
2471,2,luôn tin_tưởng chất_lượng sản_phẩm và dịch_vụ của tikinow
2472,0,không kết_dính mạch gạch cọ nhẹ là bung
2473,2,mua về đọc chưa kip đọc đã bị mất tiếc quá huhuh
2474,2,sản_phẩm đo thử thấy cũng ổn_định độ bền để thời_gian trả_lời không thấy sản_phẩm có tem niêm_phong chống tháo sản_phẩm không có tem dạ_quang chống hàng giả
2475,0,tikinow nhưng giao hàng quá chậm
2476,0,máy xay yếu không xay được đá như mô_tả
2477,0,mình order màu đen cửa_hàng giao màu vàng sau đó mình báo đổi chờ cả tuần cửa_hàng giao lại màu xanh nước_biển như_vậy là sao ạ vậy thì để màu ngẫu_nhiên đi
2478,1,bình sản_xuất tại tq chứ không phải tại việt_nam chưa sử_dụng thử
2479,2,bình đẹp nhưng giữ nhiệt tạm ổn
2480,1,nhận được sản_phẩm không có đồ tặng kèm
2481,0,nắp không kín ngay vị_trí quai_bị lõm xuống mỗi lần bắc nồi ra hơi phả nóng_bỏng tay nồi chính hãng từ_pháp lẽ_nào lại thiết_kế thiếu tinh_tế như_vậy
2482,0,bị bẩn bìa bị tách nilon khiến mình khá khó_chịu
2483,0,không hài_lòng dễ rách
2484,0,không hay phức_tạp lằng_nhằng vắt không hiệu_quả
2485,1,mua về không cân được mình sẽ trả hàng
2486,1,loa dùng pin ổn chất_lượng thì phù_hợp với giá tiền
2487,1,bình thườngchai lưng nhiều hơn mình
2488,0,mới sự dụg mỹ_phẩm tư tiki chưa biết kết_quả như nào mỹ_phẩm của siêu_thị thì tốt và rất hiểu quả như mog muốn nếu mỹ_phẩm của tiki hiệu quá tốt như mog muốn thì tôi sẽ đặt hag nhiều hờn
2489,2,sản_phẩm thương_hiệu
2490,1,đặt cặp gài kính lại giao cho mình gọng kính
2491,1,hàng dễ vỡ cẩn thạn nha mấy chế
2492,0,mút không tốt form áo không đẹp
2493,0,sử_dụng không được copy vào chút_xíu lại
2494,0,sách bị lỗi bên trong có chỗ bị khoét thật_sự thất_vọng lắm
2495,0,không có nắp bảo_vệ như hàng trong siêu_thị có hộp còn lem keo dán giữa phần nhựa và bao_bì
2496,1,hàng hơi mỏng nhưng màu_sắc đẹp tạm ổn
2497,1,không đánh_giá cao cuốn
2498,2,nước giặt mùi thơm dễ_chịu
2499,0,sách gì viết sai chính_tả và dùng từ không chuẩn sao người đọc có_thể nuốt trôi
2500,1,sản_phẩm mỏng_manh vô_cùng
2501,0,sỏi tưới nước đã lên màu vàng nâu nhìn rất bẩn
2502,0,cuốn sách này dịch không sát nghĩa gây nhầm_lẫn tác_giả viết về chu_kì thị_trường_chứng_khoán lại đi dịch thành phân_tích thị_trường hoàn_toàn thất_vọng về cuốn sách
2503,2,sách có bị rách một_chút xíu ở dải obi nhưng sách vẫn đang mới bên trong không bị hỏng gì
2504,0,sản_phẩm cũ đứt dây
2505,2,luôn hài_lòng với dịch_vụ giao hàng của tiki sản_phẩm tương_đối đẹp trong mức kì_vọng
2506,2,truyện rất hay tuyệt_hảo
2507,1,quạt mát sạc nhanh được lâu nhưng dễ bị gẫy chân đỡ và lồng quạt đằng sau bị long ra thì lắp lại vẫn long không chặt
2508,2,mình từng đọc một_số tác_phẩm của bác nguyễn_nhật ánh nên khi thấy sách mới thì mình muốn mua và ủng_hộ
2509,1,kiến có ăn nhưng đa_số tránh không ăn cho_dù một đám ăn nhưng tổ kiến vẫn còn đầy kiến nhà_sản_xuất cần làm kỹ
2510,0,tôi không thích sản_phẩm
2511,2,mới nhận hàng chưa biết
2512,1,giá_cả đi kèm chất_lượng tủ lắp bị lệch không khít sát
2513,1,có một_số cây màu bị chảy
2514,2,nhỏ nhỏ xinh_xinh nên mua nha mọi
2515,2,cực_kì cực_kì thích đẹp vô_cùng rẻ xịn
2516,1,giá cao hơn chỗ khác lỡ đặt rồi lên mua
2517,2,sản_phẩm đúng như mô_tả chất_lượng ô_kê
2518,0,hơi thất_vọng vì sống sách bị gãycó vài chỗ bị rách
2519,2,gói hàng kĩ giao hàng nhanh sẽ ủng_hộ tiki
2520,1,nd cũng hay nhưng mực in và giấy in thì khách_hàng được đẹp lắm với số trang thì không
2521,2,bộ sách chim đa_đa hay
2522,2,mặc mát chất_lượng hài_lòng nhưng toàn màu đậm tiki giao hàng nhanh_chóng
2523,2,sạc nhanh cáp đẹp có led báo
2524,2,giao hàng cực nhanh mới đặt hôm_qua mà hà_nội đã có sản_phẩm chất_lượng không gẫy nhưg sáp dầu không lan đều được không sao ủng_hộ tiki
2525,1,áo quá ngắn mình muốn đổi hàng
2526,1,tiền nào của đấy thiết kế đẹp nhưng chất lượng vải xấu
2527,0,tiki quảng_cáo láo tivi hướng_dẫn mà giám ghi là đủ hướng_dẫn định lừa_gạt thiên_hạ hả
2528,1,tạm hài_lòng về sản_phẩm lần này nhưng tiki không còn đảm_bảo việc đóng_gói tốt như xưa nữa gói bằng giấy chứ không còn là hộp như lúc
2529,2,máy ép trái_cây mẫu_mã đẹp gọn dể rửa giá giảm hợp_lý
2530,0,mua xe tiki không được tặng quà gì cả buồn hết sức
2531,1,bóng nhỏ không giống hình bé chơi cũng được có vài quả bị bể
2532,0,không hài_lòng lắm nét vẽ mờ và bé
2533,0,nhiều lỗi đánh_máy rất khó_chịu
2534,1,đã nhận hàng tiki giao hàng nhanh sản_phẩm so với giá có chất_lượng kém bàn_phím độ nảy kém chuột phản_ứng chậm hoặc không phản_ứng khi để trên bề_mặt giấy bàn gỗ thất_vọng so với giá tiền
2535,1,sản_phẩm không chắc_chắn và màu_sắc không giống như hình quảng_cáo trong mục có ghi giao màu ngẫu_nhiên nhưng không hề đưa tất_cả các màu sản_phẩm nên khách_hàng ó cảm_giác bị gạt
2536,2,becks ice nên nhẹ dễ uống có khuyến_mại nên giá rẻ hơn hẳn
2537,1,cây_lau_nhà khg gắn được nhờ người giao hàng thì họ trả_lời khg biết
2538,0,vừa nhận được sách cơ_mà hơi thất_vọng sản phảm dính nước với lại nhăn
2539,0,sạc lỗi không sạc được mình đã đổi thử sang cáp khác cũng không sạc
2540,1,bay mùi nhựa khi mở nắp
2541,1,nếu sử_dụng vòi phun tia thì ổn
2542,1,bảng vẽ dùng được nhưng bút vẽ nét màu không đậm
2543,2,giao hàng rất nhanh dù đơn hàng ở tỉnh bến_tre đóng_gói cẩn_thận
2544,1,mua khẩu_trang trẻ_em lại giao khẩu_trang người
2545,1,sản_phẩm đang dùng chưa thấy vấn_đề gì mỗi_tội mình nhận hàng đổi trả của người khác còn nguyên hoá_đơn cũ ở sản_phẩm
2546,2,rất tốt sử_dụng đơn_giản hợp_lý
2547,1,chọn mua hai quần màu trắng và đen nhưng sao gửi có một màu trắng không vậy nhưng lỡ rồi đành lấy luôn giờ phải gửi thêm quần màu đen
2548,2,mua được với giá rẻ nhưng bao_bì có_vẻ cũ ngày sản_xuất bị mờ không nhìn roc được luôn
2549,0,bật có lửa nhưng khi gắn bình ga mở ga bật không ra lửa do dây bắt lửa ngắn
2550,2,hàng chính hãng senkai da_dầu sài ô_kê
2551,2,sản_phẩm đúng như hình giữ lạnh
2552,0,sản_phẩm không như mô_tả cái nắp bằng nhựa không giống hình
2553,2,mẫu_mã đẹp bình
2554,2,mình mua cả bộ theo lời khuyên của cô bạn tiki giao hàng
2555,0,mới dùng mà nhiệt_độ nóng trong khi hơi giữ chặt nổ cả nắp
2556,0,treo đầu dê bán đầu dê nha anh_em
2557,0,vải mỏng áo bung chỉ đủ
2558,0,sản_phẩm giống hình nhưng_mà không có cái móc như mấy bạn đầu_tiên mua giao thiếu nên không hài_lòng
2559,2,sách rất đẹp nha chưa đọc nên không ôn_tập
2560,1,chất_lượng ô_kê không thích mùi lắm nhưng điểm trừ của tiki là giao hàng chậm và về đến hộp nát hỏng
2561,2,rất hài_lòng với sản_phẩm tiki đóng_gói cẩn_thận giao hàng nhanhsách có nhiều nội_dung hữu_ích và hay cho bé học_hỏi
2562,2,sách hay và ý_nghĩa thiết_thực mình rất hài_lòng sách bọc nilong cẩn_thận rất là tốt với bạn nào có con_nhỏ để ngẫm_nghĩ mình đã là bậc phụ_huynh hướng dạy con_cái tốt cho trẻ
2563,2,lần này giao hàng hơi lâu nhưng sách
2564,2,sách viết hay thong_thả nhiều giá_trị hữu_ích hình_thức đẹp chất_lượng sách tốt đáng mua
2565,0,thảm mỏng không đúng với quảng_cáo và mùi khó_chịu
2566,1,giao hàng nhanh hàng hơi cũ nhưng vẫn chấp_nhận
2567,0,đắt
2568,2,bông xài tốt mềm mịn không để lại xơ bông trên da
2569,0,mua về sài cả hộp mà không thấy hiệu_quả gì hết buồn quá không biết nên sài
2570,2,mình treo nguyên một cây guitar lên móc vẫn có_thể giữ được nhưng tiền giao hàng hơi chát
2571,1,nhìn đẹp và như hình nhưng đựng đồ_ăn nó hay bị đổ qa những phần khác canh thì không đựng
2572,0,quyển này đọc rất chán toàn là những câu đạo_lý chung_chung câu_chuyện đưa ra nhàm_chán không thuyết_phục
2573,0,sản_phẩm vô_cùng tệ gửi trả lại cho cửa_hàng dùng sản phảm như_vậy mà bán cho khách_hàng thì thua
2574,0,bao_bì trong không được sạch_sẽ
2575,2,xịn sách đẹp phụ_kiện đầy_đủ
2576,0,chắc da nhạy_cảm hay sao xài xong rát mún chết
2577,0,sản_phẩm không tốt không thông
2578,2,xài cũng khá ổncó cái lâu_lâu sạc không vào nhấp_nháy pin liên tụcrút ra cắm lại thì trở lạibth
2579,0,dỏm xài chưa được đã hư
2580,2,chưa đọc nhưng nhìn hình_thức sách nhận được khá ổn
2581,2,mới mua chưa đọc hết nhưng thấy hình_thức đẹp là ưng rồi truyện mình mua cũng ô_kê không bị vấn_đề gì tiếc không có được bưu_thiếp may_mắn
2582,2,sách rất hay bổ_ích nó giúp chúng_ta hình_thành thói_quen sống khoẻ tiki giao hàng rất nhanh đóng_gói cẩn_thận và luôn ủng_hộ tiki
2583,0,nói đổi hàng mà không thấy ai tới nhận
2584,1,giống như là ai đã bóc sách ra đọc vậy koncos bao_bì và vết hằn rất
2585,1,mỏng không được dày nhưng dùng cũng tạm ổn
2586,1,giao hàng nhanh hơn dự_tính sách đẹp nhưng mình bị thiếu đĩa mong tiki nhanh_chóng giải_quyết giúp mình cảm_ơn a lot
2587,2,bình xinh lắm giữ nước nóng cũng khá lâu nói_chung là ổn_áp
2588,2,mền màu mận đỏ bắt_mắt giao nhanh kịp ăn tết khá tốt phù_hợp giá tiền
2589,0,tựa đề sách khác hoàn_toàn với nội_dung thấy tựa sách hay nên mua ai_ngờ viết gì mà khó hiểu cao_siêu quá lạc_đề quá chẳng liên_quan gì tới cái tựa quá hối_hận khi mua cuốn
2590,0,hàng dỏm hàng dỏm hàng dỏm
2591,0,hơi mỏng in hình chưa được đẹp vải không mịn như miêu_tả
2592,2,giao hàng nhanh đóng_gói kĩ tuy_nhiên sản_phẩm có hơi móp và tróc tí nhưng cũng không là vấn_đề quá lớn ndung mình thấy cũng nhiều nhưng phải đọc mói biết chắc được nhìn_chung là ổn
2593,0,quần quá nhỏ so với kích_thước
2594,0,hơi rộng túi áo không vừa_ý
2595,0,sản_phẩm chất_lượng kém trục nâng_đỡ không cố_định
2596,2,đẹp lung_linh màu tô cũng rất tươi_sáng
2597,1,không nghĩ nó nhỏ
2598,1,với mức giá đó thì tạm chấp_nhận
2599,1,răng không trắng nhưng kiểm_soát được mùi hôi của răng miệng
2600,2,truyện đẹp lắm luôn đóng_gói cẩn_thận giao hành
2601,2,giao hàng nhanh sử_dụng tốt
2602,2,tốt đáng mua dành cho người muốn mở_rộng tri_thức
2603,1,tâm on càng đọc về sau càng khó
2604,2,cáp dùng rất tốt tín_hiệu đẹp và ổn_định sẽ tiếp_tục mua mặt_hàng này ở tiki khi có nhu_cầu
2605,0,chính_xác là hàng tào_lao nhé kể_cả tiki bán cũng để cho mấy bộ_phận bán hàng kém chất_lượng thế_này thì thua rồi mua về chỉ để ném chó không hơn không kém
2606,2,ô_kê đồ_chơi hợp túi_tiền cho trẻ tha_hồ mà vẽ khỏi tranh tv điện_thoại ipad
2607,1,sản_phẩm hơi khó xài chắc cần thời_gian sử dung lâu hơn để quen bao_tay chống nóng không hiểu quả lắm vì đeo vào rất khó thao_tác
2608,0,quản cáo sai sự_thật khi khách_hàng phản_ánh thì trả_lời vô_trách_nhiệm xoá thông_tin trên wes thách_thức khách_hàng tìm bằng_chứng quá thật vọng
2609,0,gửi không đúng hàng mình đặt mất uy_tín
2610,2,hơi nhỏ so hơn mình tưởng nhưng tốt lắm
2611,2,mua hàng trước tết tiki giao ngay ngày đầu_tiên đi làm hàng của cửa_hàng chuẩn chỉnh sản_xuất in netherlands
2612,1,đủ thời_gian trãi nghiệm mới đánh_giá
2613,2,sản_phẩm tốt chất_lượng đã mua khá nhiều lần trên tiki giá_cả phù_hợp hơn mấy chổ
2614,0,sách bị rách trang gáy sách bị sờn bìa móp méo trang nhăn_nheo đề_nghị đổi trả tôi biết là hàng giảm_giá nhưng không_thể vì_thế mà bán một sản_phẩm lỗi nhiều như_vậy
2615,1,bàn_chải sử_dụng không lâu thì lông đã bị xơcó mềm nhưng không bền
2616,0,sách bị rách bìa không có bưu_thiếp đóng_gói không kĩ
2617,2,đóng_gói cẩn_thận giao hàng nhanh hàng đẹp chất_lượng thì hồi sau phân_giải
2618,1,giao hàng thì rất được nhưng những mặt_hàng tui đặt thì giao toàn tao lao không thật là thất_vọng về một hãng có tên như không có
2619,0,trên trang bán thì có thẻ nhớ mà tới giao thì không có thẻ nhớ muốn gởi hàng lại thì phải làm_sao
2620,1,để là tặng coupon lì_xì nhưng mở ra không có
2621,0,rơi nhẹ cái vỡ tan luôn không sửa
2622,1,giao hàng nhanh ạ sách được bọc cẩn_thận có hiện_tượng nội_dung sách ở mặt sau hiện quá rõ trên mặt còn lại của giấy gây khó đọc đau mắt
2623,1,đóng_gói hàng rất ẩu bên ngoài hộp bóp_méo
2624,1,mình thích hạt to vị chua đúng kiểu mình thích bạn nào thích ngọt thì không hợp
2625,0,có một đèn không sáng quạt quay yếu
2626,2,mua trên tiki quen rồi hài_lòng giao hàng
2627,0,cho bút thử điện vẫn bị lên_đèn dù dòng_điện nhỏ nhưng vẫn cảm_thấy không yên_tâm
2628,2,chất có chất_lượng tốt tinh sắc nét màu_sắc rõ_ràng nội_dung phong_phú giúp_ích cho tôi rất
2629,1,em nhận được hàng rồi ạnhưng sao không có ngày sản_xuất và hạn sử_dụng ạmã vạch em quét không ra tên sản_phẩm
2630,2,bếp nhìn gọn_gàng đẹp không ồn như mình nghĩ nấu rất nhanh cuối tuần hẹn_hò bạn_bè tới nhà quây_quần bên nồi lẩu là tuyệt_cú mèo
2631,0,giáo hàng nhanh đang sử_dụng không pik có hết sẹo rỗ
